id,symbol,name,price,market_cap,total_volume,rank,image,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,atl,atl_change_percentage,atl_date,last_updated
bitcoin,btc,Bitcoin,3643555.0,68600230060771.0,2659112156166.0,1,https://assets.coingecko.com/coins/images/1/large/bitcoin.png?1547033579,3694981.0,3622298.0,-51023.23464245116,-1.38103,-1146407970498.1562,-1.64367,18806300.0,21000000.0,21000000.0,3993.42,91263.46351,2013-07-05T00:00:00.000Z,2021-09-04T15:39:07.712Z
ethereum,eth,Ethereum,285538.0,33575066886933.0,1846185567459.0,2,https://assets.coingecko.com/coins/images/279/large/ethereum.png?1595348880,290208.0,283077.0,-3184.265983566642,-1.10288,-443581941408.4453,-1.30394,117386809.6865,,,28.13,1015191.39348,2015-10-20T00:00:00.000Z,2021-09-04T15:39:13.137Z
cardano,ada,Cardano,212.64,6828559242128.0,244084182213.0,3,https://assets.coingecko.com/coins/images/975/large/cardano.png?1547034860,219.08,211.97,-6.204316262246,-2.83509,-209352852593.03516,-2.97464,32066390668.4135,45000000000.0,45000000000.0,1.38,15387.83692,2017-11-02T00:00:00.000Z,2021-09-04T15:39:18.753Z
binancecoin,bnb,Binance Coin,36675.0,5673780029428.0,153976267107.0,4,https://assets.coingecko.com/coins/images/825/large/binance-coin-logo.png?1547034615,37074.0,35266.0,744.12,2.07101,108041823879.0,1.94119,154533651.9,170533651.9,170533651.9,2.58,1418712.4936,2017-10-19T00:00:00.000Z,2021-09-04T15:38:49.161Z
tether,usdt,Tether,73.04,4905990891527.0,5218394504960.0,5,https://assets.coingecko.com/coins/images/325/large/Tether-logo.png?1598003707,73.18,72.44,-0.051078668624,-0.06988,17407989908.0,0.35609,67166878786.7102,67166878786.7102,,36.86,98.16329,2015-03-02T00:00:00.000Z,2021-09-04T15:05:40.475Z
ripple,xrp,XRP,92.54,4311041058829.0,308701458421.0,6,https://assets.coingecko.com/coins/images/44/large/xrp-symbol-white-128.png?1605778731,95.81,92.24,-2.901118013358,-3.03979,-160910202369.28418,-3.59821,46542338341.0,100000000000.0,100000000000.0,0.159343,58053.06765,2013-08-16T00:00:00.000Z,2021-09-04T15:39:00.151Z
solana,sol,Solana,10390.24,3024299857467.0,311067617437.0,7,https://assets.coingecko.com/coins/images/4128/large/coinmarketcap-solana-200.png?1616489452,10942.49,10125.48,228.14,2.24497,57951364617.0,1.95363,291257955.470552,488630611.0,488630611.0,38.03,27321.60521,2020-05-11T19:35:23.449Z,2021-09-04T15:38:54.385Z
dogecoin,doge,Dogecoin,22.35,2929932003266.0,144384508283.0,8,https://assets.coingecko.com/coins/images/5/large/dogecoin.png?1547792256,22.4,21.33,0.385222,1.75354,48410517310.0,1.68003,131142158152.533,,,0.00552883,403812.09163,2015-05-06T00:00:00.000Z,2021-09-04T15:39:18.420Z
polkadot,dot,Polkadot,2416.77,2471850678044.0,93294292436.0,9,https://assets.coingecko.com/coins/images/12171/large/aJGBjJFU_400x400.jpg?1597804776,2472.87,2389.74,25.2,1.05391,12831217845.0,0.5218,1026602638.20387,1107551771.02627,,202.26,1089.80862,2020-08-19T03:44:11.556Z,2021-09-04T15:38:50.260Z
usd-coin,usdc,USD Coin,72.95,2016244134966.0,150703028462.0,10,https://assets.coingecko.com/coins/images/6319/large/USD_Coin_icon.png?1547042389,73.23,72.6,0.063852,0.08761,2947164238.0,0.14638,27640569436.0592,27640621407.7592,,65.31,11.73604,2021-05-19T13:14:05.611Z,2021-09-04T15:38:45.494Z
uniswap,uni,Uniswap,2121.72,1103566964702.0,38202164936.0,11,https://assets.coingecko.com/coins/images/12504/large/uniswap-uni.png?1600306604,2144.35,2078.3,-0.13243766523,-0.00624,-3092576100.699951,-0.27945,519857388.1320768,1000000000.0,1000000000.0,75.81,2699.88319,2020-09-17T01:20:38.214Z,2021-09-04T15:38:56.782Z
litecoin,ltc,Litecoin,15928.31,1065609370345.0,397607503996.0,12,https://assets.coingecko.com/coins/images/2/large/litecoin.png?1547033580,16395.01,14858.8,993.08,6.64927,63134596196.0,6.29787,66752614.5153875,84000000.0,,72.12,22035.55781,2015-01-14T00:00:00.000Z,2021-09-04T15:39:07.298Z
chainlink,link,Chainlink,2238.33,1009233590226.0,80044135134.0,13,https://assets.coingecko.com/coins/images/877/large/chainlink-new-logo.png?1547034700,2277.47,2208.05,-27.765635664118,-1.22526,-16282701728.840942,-1.58776,450509553.9174637,1000000000.0,1000000000.0,9.55,23295.17379,2017-11-29T00:00:00.000Z,2021-09-04T15:39:15.526Z
bitcoin-cash,bch,Bitcoin Cash,51689.0,975161963137.0,367439976028.0,14,https://assets.coingecko.com/coins/images/780/large/bitcoin-cash-circle.png?1594689492,53367.0,51058.0,174.09,0.33795,-2250426565.5776367,-0.23024,18836724.8967887,21000000.0,21000000.0,5536.54,834.42818,2018-12-16T00:00:00.000Z,2021-09-04T15:39:01.179Z
terra-luna,luna,Terra,2340.11,939646941902.0,36374152350.0,15,https://assets.coingecko.com/coins/images/8284/large/luna1557227471663.png?1567147072,2367.91,2283.32,-8.232493125756,-0.35057,-2698784417.5948486,-0.28639,400757471.50262,994757521.605229,,9.09,25696.9447,2020-03-19T03:08:55.643Z,2021-09-04T15:38:37.855Z
binance-usd,busd,Binance USD,72.96,920052234279.0,374001513288.0,16,https://assets.coingecko.com/coins/images/9576/large/BUSD.png?1568947766,73.25,72.39,0.126547,0.17375,2672593548.0,0.29133,12606863534.29,12606863534.29,,65.99,10.69495,2021-05-19T13:04:37.445Z,2021-09-04T15:39:18.108Z
internet-computer,icp,Internet Computer,5129.56,803502997647.0,60358028238.0,17,https://assets.coingecko.com/coins/images/14495/large/Internet_Computer_logo.png?1620703073,5412.77,4725.81,251.33,5.15205,35204851843.0,4.58219,157140097.36,469213710.0,469213710.0,2047.11,150.18955,2021-07-20T10:14:50.919Z,2021-09-04T15:38:50.176Z
matic-network,matic,Polygon,120.54,799134479047.0,119793393169.0,18,https://assets.coingecko.com/coins/images/4713/large/matic-token-icon.png?1624446912,121.42,104.96,13.1,12.19297,86499500866.0,12.13798,6611996838.1,10000000000.0,10000000000.0,0.220692,54624.4191,2019-05-10T00:00:00.000Z,2021-09-04T15:38:34.175Z
wrapped-bitcoin,wbtc,Wrapped Bitcoin,3651920.0,727613316294.0,14432637407.0,19,https://assets.coingecko.com/coins/images/7598/large/wrapped_bitcoin_wbtc.png?1548822744,3698543.0,3626951.0,-44318.21937835449,-1.19901,-10564501836.987793,-1.43116,199123.00943419,199123.00943419,199123.00943419,217246.0,1582.75486,2019-04-02T00:00:00.000Z,2021-09-04T15:39:09.676Z
vechain,vet,VeChain,10.78,719967276015.0,57651458715.0,20,https://assets.coingecko.com/coins/images/1167/large/VeChain-Logo-768x725.png?1547035194,11.08,10.36,0.18728,1.76828,12196146312.0,1.72318,66760741299.0,86712634466.0,,0.144791,7368.92064,2020-03-13T02:29:59.652Z,2021-09-04T15:38:42.393Z
ethereum-classic,etc,Ethereum Classic,5087.12,660112523260.0,487111727608.0,21,https://assets.coingecko.com/coins/images/453/large/ethereum-classic-logo.png?1547034169,5256.84,5024.43,-146.068648548459,-2.7912,-12638687060.8031,-1.87866,129645859.838947,210700000.0,,41.44,12149.92619,2016-07-25T00:00:00.000Z,2021-09-04T15:39:06.093Z
stellar,xlm,Stellar,27.44,650086104776.0,54001030941.0,22,https://assets.coingecko.com/coins/images/100/large/Stellar_symbol_black_RGB.png?1552356157,27.93,26.76,0.377715,1.39554,9173533307.0,1.43132,23659956132.7886,50001802836.4414,50001802836.4414,0.02966141,92541.56047,2015-03-05T00:00:00.000Z,2021-09-04T15:39:07.250Z
filecoin,fil,Filecoin,6146.34,626981153932.0,86300191712.0,23,https://assets.coingecko.com/coins/images/12817/large/filecoin.png?1602753933,6184.86,5623.03,418.75,7.31116,42956262386.0,7.35521,101924211.0,1972209963.0,1972209963.0,1473.05,318.78453,2020-12-29T22:32:28.483Z,2021-09-04T15:38:44.080Z
avalanche-2,AVAX,Avalanche,3450.4,610874745972.0,59440000494.0,24,https://assets.coingecko.com/coins/images/12559/large/coin-round-red.png?1604021818,3576.2,3235.86,36.62,1.07259,9601489458.0,1.59686,176739193.960732,377752194.4695483,720000000.0,204.63,1577.76651,2020-12-31T13:15:21.540Z,2021-09-04T15:37:53.643Z
theta-token,theta,Theta Network,549.82,547839337108.0,26857278013.0,25,https://assets.coingecko.com/coins/images/2538/large/theta-token-logo.png?1548387191,560.34,521.32,25.31,4.82528,21855454963.0,4.15516,1000000000.0,1000000000.0,,2.96,18346.40063,2018-12-15T00:00:00.000Z,2021-09-04T15:38:51.777Z
compound-ether,ceth,cETH,5729.71,541115333152.0,3309484124.0,26,https://assets.coingecko.com/coins/images/10643/large/ceth2.JPG?1581389598,5825.69,5682.85,-74.016277779132,-1.27532,-8831301030.3432,-1.60585,94252179.6160094,94053716.8144383,,142.41,3927.26869,2020-03-13T02:22:33.711Z,2021-09-04T15:35:03.494Z
tron,trx,TRON,7.43,531479425635.0,105566465831.0,27,https://assets.coingecko.com/coins/images/1094/large/tron-logo.png?1547035066,7.56,7.27,-0.010641159913,-0.14296,-3861896583.265991,-0.72139,71660220128.0,100850743812.0,,0.117589,6217.42705,2017-11-12T00:00:00.000Z,2021-09-04T15:39:09.214Z
cosmos,atom,Cosmos,1808.57,504040142599.0,38707306611.0,28,https://assets.coingecko.com/coins/images/1481/large/cosmos_hub.png?1555657960,1846.51,1735.9,38.83,2.19395,8827523915.0,1.78257,278624943.003428,,,87.61,1961.59707,2020-03-13T02:27:44.591Z,2021-09-04T15:38:51.597Z
ftx-token,ftt,FTX Token,4592.11,487021833283.0,92442650871.0,29,https://assets.coingecko.com/coins/images/9026/large/F.png?1609051564,4761.35,4421.73,-26.125279528575,-0.5657,-5262559082.177246,-1.06901,105957291.21874323,336828627.285971,336828627.285971,82.7,5461.49863,2019-09-06T00:00:00.000Z,2021-09-04T15:38:27.873Z
bitcoin-cash-abc-2,bcha,Bitcoin Cash ABC,25102.0,465632004781.0,756245649.0,30,https://assets.coingecko.com/coins/images/13120/large/Logo_final-21.png?1624892810,26030.0,19005.75,6095.95,32.07427,106240872701.0,29.56135,18794058.3967894,21000000.0,,686.48,3499.11883,2020-11-15T18:28:32.658Z,2021-09-04T15:37:02.773Z
okb,okb,OKB,1679.98,449272106146.0,25817909383.0,31,https://assets.coingecko.com/coins/images/4463/large/okb_token.png?1548386209,1693.93,1599.49,63.27,3.91352,16292260061.0,3.76282,267436117.72,300000000.0,,40.86,4015.39273,2019-01-14T00:00:00.000Z,2021-09-04T15:38:46.624Z
dai,dai,Dai,73.02,446645645772.0,23525386014.0,32,https://assets.coingecko.com/coins/images/9956/large/dai-multi-collateral-mcd.png?1574218774,73.27,72.64,0.175326,0.24068,1678597563.0,0.37724,6116642110.4045,6117981744.43111,6117981744.43111,64.85,12.60533,2019-11-25T00:04:18.137Z,2021-09-04T15:06:05.608Z
monero,xmr,Monero,22291.0,401657764416.0,15912234623.0,33,https://assets.coingecko.com/coins/images/69/large/monero_logo.png?1547033729,22645.0,22042.0,-215.694385047424,-0.95834,-4053791318.017395,-0.99918,17986519.5208798,,,13.57,164443.71178,2015-01-14T00:00:00.000Z,2021-09-04T15:38:45.718Z
eos,eos,EOS,410.8,397137807193.0,166697674322.0,34,https://assets.coingecko.com/coins/images/738/large/eos-eos-logo.png?1547034481,426.86,404.93,4.71,1.15886,2331999135.0,0.59067,966039548.9474,,,32.67,1158.90351,2017-10-23T00:00:00.000Z,2021-09-04T15:39:11.679Z
pancakeswap-token,cake,PancakeSwap,1773.1,386855812547.0,16583724821.0,35,https://assets.coingecko.com/coins/images/12632/large/pancakeswap-cake-logo_%281%29.png?1629359065,1787.71,1692.38,31.83,1.82812,7549415826.0,1.99032,217768673.895704,,,14.48,12174.56601,2020-11-03T14:29:34.165Z,2021-09-04T15:39:11.653Z
aave,aave,Aave,29368.0,386315339253.0,17479666670.0,36,https://assets.coingecko.com/coins/images/12645/large/AAVE.png?1601374110,29621.0,28496.0,153.78,0.52639,1243765008.0,0.323,13153621.338840935,16000000.0,16000000.0,1933.39,1421.21411,2020-11-05T09:20:11.928Z,2021-09-04T15:38:42.194Z
axie-infinity,axs,Axie Infinity,6662.58,383401565120.0,195113708050.0,37,https://assets.coingecko.com/coins/images/13029/large/axie_infinity_logo.png?1604471082,6838.33,5286.57,1245.84,22.99973,69016268788.0,21.95277,57819591.56362162,270000000.0,270000000.0,9.17,72036.42082,2020-11-06T08:05:43.662Z,2021-09-04T15:38:43.809Z
compound-usd-coin,cusdc,cUSDC,1.62,374784191044.0,3607951041.0,38,https://assets.coingecko.com/coins/images/9442/large/Compound_USDC.png?1567581577,1.62,1.61,0.00218414,0.13534,8208263618.0,2.23917,231665908267.041,231676202326.304,,0.451431,257.92764,2021-03-04T08:11:37.438Z,2021-09-04T15:35:03.471Z
iota,miota,IOTA,127.88,354367027791.0,27076309891.0,39,https://assets.coingecko.com/coins/images/692/large/IOTA_Swirl.png?1604238557,127.49,111.15,14.75,13.0349,38532376341.0,12.20017,2779530283.277761,2779530283.0,,6.16,1961.51155,2020-03-13T02:22:41.168Z,2021-09-04T15:38:28.135Z
the-graph,grt,The Graph,69.16,343171640168.0,12640557751.0,40,https://assets.coingecko.com/coins/images/13397/large/Graph_Token.png?1608145566,71.08,65.88,2.14,3.2005,9226895338.0,2.763,4956845231.0,10000000000.0,10000000000.0,7.59,812.50791,2020-12-17T21:28:41.332Z,2021-09-04T15:39:10.835Z
tezos,xtz,Tezos,397.91,335897312846.0,19149881224.0,41,https://assets.coingecko.com/coins/images/976/large/Tezos-logo.png?1547034862,407.28,382.17,2.64,0.66832,15551094.0,0.00463,843481969.666958,,,24.73,1511.39326,2018-12-07T00:00:00.000Z,2021-09-04T15:38:52.433Z
staked-ether,steth,Lido Staked Ether,284508.0,335123927290.0,492420432.0,42,https://assets.coingecko.com/coins/images/13442/large/steth_logo.png?1608607546,288958.0,282071.0,-4050.161862776033,-1.40358,-4228512922.5030518,-1.24605,1177667.02486295,1177717.99156931,1177717.99156931,35697.0,695.19704,2020-12-22T04:08:21.854Z,2021-09-04T15:34:41.500Z
cdai,cdai,cDAI,1.57,335028984005.0,1401266223.0,43,https://assets.coingecko.com/coins/images/9281/large/cDAI.png?1576467585,1.58,1.57,0.00161261,0.10251,1443687232.0,0.43278,212036124757.601,212035875161.524,,0.53948,191.91905,2020-03-18T04:29:40.819Z,2021-09-04T15:35:04.268Z
crypto-com-chain,cro,Crypto.com Coin,12.48,315920275908.0,3329398247.0,44,https://assets.coingecko.com/coins/images/7310/large/cypto.png?1547043960,12.68,12.03,0.190653,1.55077,3890548708.0,1.24685,25263013692.0,30263013692.0,,0.864137,1346.08987,2019-02-08T00:00:00.000Z,2021-09-04T15:38:24.735Z
algorand,algo,Algorand,88.66,311556158839.0,17723482535.0,45,https://assets.coingecko.com/coins/images/4380/large/download.png?1547039725,90.88,87.05,-1.65370708167,-1.83114,-6078337132.4383545,-1.91363,3520827999.01347,5759837809.28164,10000000000.0,7.95,1011.70354,2020-03-13T02:20:48.438Z,2021-09-04T15:38:45.450Z
neo,neo,NEO,4243.55,299339253485.0,37960682581.0,46,https://assets.coingecko.com/coins/images/480/large/NEO_512_512.png?1594357361,4304.15,4135.07,38.79,0.92261,272911041.0,0.09125,70530000.0,100000000.0,,5.22,81125.75408,2016-10-21T00:00:00.000Z,2021-09-04T15:39:10.978Z
klay-token,klay,Klaytn,116.25,290518031142.0,3222826836.0,47,https://assets.coingecko.com/coins/images/9672/large/CjbT82vP_400x400.jpg?1570548320,117.76,115.54,-1.229203241711,-1.04628,-4696140087.813171,-1.59076,2501381167.2,,,4.57,2437.18146,2020-04-29T08:19:34.574Z,2021-09-04T15:38:13.339Z
shiba-inu,shib,Shiba Inu,0.00055449,275357971291.0,20279810237.0,48,https://assets.coingecko.com/coins/images/11939/large/shiba.png?1622619446,0.00055458,0.00051114,3.004e-05,5.72702,13675601942.0,5.22603,497730966630395.75,1000000000000000.0,,4.169e-09,13301684.91906,2020-11-28T11:26:25.838Z,2021-09-04T15:38:25.232Z
kusama,ksm,Kusama,29725.0,266535134196.0,16711999462.0,49,https://assets.coingecko.com/coins/images/9568/large/m4zRhP5e_400x400.jpg?1576190080,30479.0,29140.0,-416.268097078562,-1.38108,-5051841773.783051,-1.86012,8980098.074112339,10000000.0,10000000.0,62.15,47748.7517,2020-01-14T19:20:20.768Z,2021-09-04T15:38:39.618Z
elrond-erd-2,egld,Elrond,12871.5,253300787734.0,4353066447.0,50,https://assets.coingecko.com/coins/images/12335/large/elrond3_360.png?1626341589,13059.52,12583.8,123.94,0.9723,1766667408.0,0.70236,19691256.0,20397843.0,,479.15,2586.73081,2020-10-07T01:44:53.554Z,2021-09-04T15:38:39.710Z
bitcoin-cash-sv,bsv,Bitcoin SV,13349.25,251163678653.0,30527507930.0,51,https://assets.coingecko.com/coins/images/6799/large/BSV.png?1558947902,13556.65,12711.21,455.4,3.53189,7450661536.0,3.05715,18833482.894239,21000000.0,,2976.7,348.53872,2018-11-23T00:00:00.000Z,2021-09-04T15:38:48.042Z
maker,mkr,Maker,267516.0,240899786864.0,8482621077.0,52,https://assets.coingecko.com/coins/images/1364/large/Mark_Maker.png?1585191826,273227.0,262352.0,4580.68,1.74213,3194003750.0,1.34368,901310.9472893132,991328.381954929,1005577.0,12508.13,2035.92785,2020-03-16T20:52:36.527Z,2021-09-04T15:39:13.450Z
bittorrent-2,btt,BitTorrent,0.350526,231002816671.0,54642702142.0,53,https://assets.coingecko.com/coins/images/7595/large/BTT_Token_Graphic.png?1555066995,0.363166,0.344752,-0.008671629035,-2.41417,-6502328742.820404,-2.73776,659071882049.0,990000000000.0,,0.01042979,3262.40405,2020-03-13T02:22:57.629Z,2021-09-04T15:39:05.400Z
waves,waves,Waves,2235.34,223708787802.0,11887876238.0,54,https://assets.coingecko.com/coins/images/425/large/waves.png?1548386117,2255.35,2193.89,-5.822257286517,-0.25979,-145161718.41207886,-0.06485,100000000.0,100000000.0,,8.71,25612.26048,2016-08-02T00:00:00.000Z,2021-09-04T15:38:52.827Z
leo-token,leo,LEO Token,216.88,205378688339.0,192948905.0,55,https://assets.coingecko.com/coins/images/8418/large/leo-token.png?1558326215,218.85,214.28,2.48,1.15627,1901869468.0,0.93469,946851256.9,985239504.0,,56.97,280.91621,2019-12-24T15:14:35.376Z,2021-09-04T15:37:00.500Z
hedera-hashgraph,hbar,Hedera Hashgraph,21.34,205314992292.0,11876582469.0,56,https://assets.coingecko.com/coins/images/3688/large/mqTDGK7Q.png?1566256777,21.63,20.03,1.3,6.46244,12108419388.0,6.26708,9633180447.0,50000000000.0,,0.703644,2944.20986,2020-01-02T17:30:24.852Z,2021-09-04T15:38:43.881Z
near,near,Near,457.51,203923355634.0,18357986504.0,57,https://assets.coingecko.com/coins/images/10365/large/near_icon.png?1601359077,493.93,439.96,-23.179896388286,-4.82219,-12385861412.348999,-5.726,447017391.917602,1000000000.0,1000000000.0,39.17,1060.67846,2020-11-04T16:09:15.137Z,2021-09-04T15:38:26.116Z
thorchain,rune,THORChain,774.12,203144353738.0,6001643405.0,58,https://assets.coingecko.com/coins/images/6595/large/RUNE.png?1614160507,792.61,733.22,18.84,2.49475,4465363627.0,2.24753,262391792.91730163,500000000.0,500000000.0,0.601495,128842.18896,2019-09-28T00:00:00.000Z,2021-09-04T15:38:36.664Z
quant-network,qnt,Quant,15185.76,199312379149.0,4258702996.0,59,https://assets.coingecko.com/coins/images/3370/large/5ZOu7brX_400x400.jpg?1612437252,15280.47,13520.82,1595.56,11.74051,19737602960.0,10.9913,13175667.469289193,14612493.0,14612493.0,15.06,99838.57723,2018-08-23T00:00:00.000Z,2021-09-04T15:38:26.542Z
celsius-degree-token,cel,Celsius Network,468.37,197900595592.0,587769219.0,60,https://assets.coingecko.com/coins/images/3263/large/CEL_logo.png?1609598753,473.61,462.2,-0.061000584688,-0.01302,-592353412.7701721,-0.29843,423415980.3475,695658160.9671,,1.85,25164.28063,2018-12-07T00:00:00.000Z,2021-09-04T15:38:45.767Z
fantom,ftm,Fantom,77.68,197622151578.0,65958536140.0,61,https://assets.coingecko.com/coins/images/4001/large/Fantom.png?1558015016,85.83,65.23,11.82,17.94748,29466561992.0,17.52339,2541152731.01,3175000000.0,3175000000.0,0.143621,53939.34569,2020-03-13T02:25:38.280Z,2021-09-04T15:38:41.930Z
amp-token,amp,Amp,4.06,195135948554.0,3401681277.0,62,https://assets.coingecko.com/coins/images/12409/large/amp-200x200.png?1599625397,4.22,4.04,-0.108823841961,-2.60921,-5397457869.349762,-2.69155,48013928909.1577,99235304747.5954,99225164238.50153,0.186385,2088.09667,2020-11-04T13:18:12.191Z,2021-09-04T15:38:14.716Z
dash,dash,Dash,18460.33,190333512574.0,28731382301.0,63,https://assets.coingecko.com/coins/images/19/large/dash-logo.png?1548385930,18644.42,17863.87,310.84,1.71267,1885402786.0,1.00049,10315992.1465576,18920000.0,,13.82,133558.9744,2014-02-14T00:00:00.000Z,2021-09-04T15:39:05.296Z
compound-governance-token,comp,Compound,35010.0,189011416874.0,9970416896.0,64,https://assets.coingecko.com/coins/images/10775/large/COMP.png?1592625425,35090.0,33550.0,270.3,0.77807,306593504.0,0.16247,5400844.610974923,10000000.0,10000000.0,4678.37,649.25239,2020-06-18T12:54:32.788Z,2021-09-04T15:39:14.880Z
sushi,sushi,Sushi,967.18,186483572090.0,17630464091.0,65,https://assets.coingecko.com/coins/images/12271/large/512x512_Logo_no_chop.png?1606986688,967.24,939.31,2.89,0.30015,159186814.0,0.08544,192789255.8554817,233018285.999759,250000000.0,35.36,2627.31358,2020-11-04T16:03:44.715Z,2021-09-04T15:38:54.848Z
huobi-token,ht,Huobi Token,1120.55,186091619834.0,8569540950.0,66,https://assets.coingecko.com/coins/images/2822/large/huobi-token-logo.png?1547036992,1132.23,1100.51,12.48,1.12637,1652278325.0,0.89584,166099511.25441208,500000000.0,500000000.0,64.9,1626.8343,2019-01-30T00:00:00.000Z,2021-09-04T15:38:46.524Z
arweave,ar,Arweave,4071.98,178527483295.0,6109662806.0,67,https://assets.coingecko.com/coins/images/4343/large/oRt6SiEN_400x400.jpg?1591059616,4366.62,4036.76,-241.537074415455,-5.59953,-11000736821.324219,-5.80427,43825615.0,66000000.0,66000000.0,21.36,19055.31872,2020-01-31T06:47:36.543Z,2021-09-04T15:37:25.930Z
terrausd,ust,TerraUSD,72.99,177671429995.0,3856686655.0,68,https://assets.coingecko.com/coins/images/12681/large/UST.png?1601612407,73.38,72.64,0.082315,0.1129,-128046342.35586548,-0.07202,2435406880.04687,2435405337.28742,,62.83,16.20501,2021-05-19T13:14:26.898Z,2021-09-04T15:38:10.092Z
decred,dcr,Decred,12747.73,169888901019.0,1177168896.0,69,https://assets.coingecko.com/coins/images/329/large/decred.png?1547034093,13282.99,12712.51,-535.266234017903,-4.02971,-6519561686.161072,-3.69572,13279961.8789388,21000000.0,,29.25,43746.83009,2016-12-26T00:00:00.000Z,2021-09-04T15:38:46.904Z
helium,hnt,Helium,1714.08,163672619474.0,1192092200.0,70,https://assets.coingecko.com/coins/images/4284/large/Helium_HNT.png?1612620071,1755.32,1656.06,9.76,0.57271,539386560.0,0.33064,95462804.458006,223000000.0,223000000.0,8.66,19726.3435,2020-04-18T00:19:10.902Z,2021-09-04T15:38:35.959Z
chiliz,chz,Chiliz,30.38,162297127764.0,45488512637.0,71,https://assets.coingecko.com/coins/images/8834/large/Chiliz.png?1561970540,32.23,28.57,1.74,6.07863,8887004468.0,5.79297,5344064580.0,8888888888.0,8888888888.0,0.290329,10383.88273,2019-09-28T00:00:00.000Z,2021-09-04T15:38:46.229Z
havven,snx,Synthetix Network Token,925.01,159584748243.0,7334806121.0,72,https://assets.coingecko.com/coins/images/3406/large/SNX.png?1598631139,928.66,894.96,4.53,0.49211,-66846402.727142334,-0.04187,172707091.48551214,233406980.336898,233406980.336898,2.42,38056.72615,2019-01-06T00:00:00.000Z,2021-09-04T15:39:15.943Z
holotoken,hot,Holo,0.899241,159393764076.0,18919511358.0,73,https://assets.coingecko.com/coins/images/3348/large/Holologo_Profile.png?1547037966,0.922527,0.879265,-0.008946082837,-0.98505,-2618470900.1264343,-1.61622,177619433541.141,177619433541.141,,0.01662502,5291.28229,2020-03-13T02:23:01.612Z,2021-09-04T15:38:53.641Z
theta-fuel,tfuel,Theta Fuel,27.48,145991732313.0,11206971098.0,74,https://assets.coingecko.com/coins/images/8029/large/1_0YusgngOrriVg4ZYx4wOFQ.png?1553483622,28.87,26.17,1.04,3.953,5762520398.0,4.10936,5301219200.0,5301200000.0,,0.06858,40102.86788,2020-03-13T02:30:37.972Z,2021-09-04T15:38:15.528Z
huobi-btc,hbtc,Huobi BTC,3651102.0,145790547368.0,61633400.0,75,https://assets.coingecko.com/coins/images/12407/large/Unknown-5.png?1599624896,3704654.0,3626246.0,-53551.35243787849,-1.44552,-2124679785.3662415,-1.43642,39906.36705999,39906.36705999,39906.36705999,819099.0,346.0162,2020-10-12T03:56:16.768Z,2021-09-04T15:32:31.811Z
enjincoin,enj,Enjin Coin,152.73,142713194786.0,12076321460.0,76,https://assets.coingecko.com/coins/images/1102/large/enjin-coin-logo.png?1547035078,155.54,148.99,0.724562,0.47666,202382807.0,0.14201,934331121.3990188,1000000000.0,1000000000.0,1.22,12463.08933,2017-11-12T00:00:00.000Z,2021-09-04T15:38:50.365Z
nem,xem,NEM,15.78,142067147865.0,8622144754.0,77,https://assets.coingecko.com/coins/images/242/large/NEM_Logo_256x256.png?1598687029,16.06,14.97,0.644723,4.25974,4983769368.0,3.63558,8999999999.0,8999999999.0,,0.00564856,279793.92483,2015-09-05T00:00:00.000Z,2021-09-04T15:38:38.771Z
zcash,zec,Zcash,11530.35,133036499811.0,23064525653.0,78,https://assets.coingecko.com/coins/images/486/large/circle-zcash-color.png?1547034197,11813.62,11299.67,70.54,0.61556,546851237.0,0.41275,11538264.3364711,21000000.0,21000000.0,1490.81,674.59287,2020-03-13T02:20:55.002Z,2021-09-04T15:39:12.636Z
xdce-crowd-sale,xdc,XDC Network,10.63,129624883190.0,568833750.0,79,https://assets.coingecko.com/coins/images/2912/large/xdc-logo.png?1589242157,11.2,10.5,-0.43062091851,-3.89399,-6197082207.780121,-4.56265,12238141964.0,37599520715.0,,0.02721364,38659.11559,2019-07-22T00:00:00.000Z,2021-09-04T15:38:25.901Z
blockstack,stx,Stacks,122.69,129377206054.0,5100211612.0,80,https://assets.coingecko.com/coins/images/2069/large/Stacks_logo_full.png?1604112510,125.98,116.6,2.65,2.20639,3127378751.0,2.47714,1052561461.68777,1818000000.0,,3.44,3477.13624,2020-03-13T02:29:26.415Z,2021-09-04T15:38:35.427Z
flow,flow,Flow,1908.53,116215343257.0,16938278417.0,81,https://assets.coingecko.com/coins/images/13446/large/flow_logo.jpg?1608631239,1976.26,1827.75,37.32,1.99447,2878332704.0,2.53962,60749508.1158945,1375749508.11589,,361.47,428.49808,2021-01-27T15:34:04.000Z,2021-09-04T15:38:45.800Z
zilliqa,zil,Zilliqa,9.0,112260796536.0,13102736251.0,82,https://assets.coingecko.com/coins/images/2687/large/Zilliqa-logo.png?1547036894,9.15,8.56,0.219907,2.50422,2533384522.0,2.3088,12440257272.2605,21000000000.0,,0.18091,4895.0825,2020-03-13T02:22:55.161Z,2021-09-04T15:39:10.798Z
